Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name,Filename,Full_Path_and_Filename,GroupID
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\roundcube.yml,,,0,0,0,1,0,0,0,0,1,0,#,#,#,#,roundcube,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\roundcube.yml_roundcube,roundcube
,Install and manage Roundcube Web mail,,#,#,#,#,#,#,#,#,#,#,1,0,#,#,roundcube,nan_roundcube,roundcube
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-lint\examples\playbooks\rule-partial-become-without-become-pass.yml,,,0,0,0,0,0,0,1,0,0,0,#,#,#,#,rule-partial-become-without-become-pass,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible\ansible-lint\examples\playbooks\rule-partial-become-without-become-pass.yml_rule-partial-become-without-become-pass,rule-partial-become-without-become-pass
,play1,,#,#,#,#,#,#,#,#,#,#,0,1,#,#,rule-partial-become-without-become-pass,nan_rule-partial-become-without-become-pass,rule-partial-become-without-become-pass
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rule-partial-become-without-become-pass,nan_rule-partial-become-without-become-pass,rule-partial-become-without-become-pass
,play2,,#,#,#,#,#,#,#,#,#,#,0,1,#,#,rule-partial-become-without-become-pass,nan_rule-partial-become-without-become-pass,rule-partial-become-without-become-pass
,,Foo,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rule-partial-become-without-become-pass,nan_rule-partial-become-without-become-pass,rule-partial-become-without-become-pass
,play3,,#,#,#,#,#,#,#,#,#,#,0,1,#,#,rule-partial-become-without-become-pass,nan_rule-partial-become-without-become-pass,rule-partial-become-without-become-pass
,,Accepts a become from higher scope,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rule-partial-become-without-become-pass,nan_rule-partial-become-without-become-pass,rule-partial-become-without-become-pass
,play4,,#,#,#,#,#,#,#,#,#,#,0,1,0,0,rule-partial-become-without-become-pass,nan_rule-partial-become-without-become-pass,rule-partial-become-without-become-pass
,,Accepts a become from lower scope,#,#,#,#,#,#,#,#,#,#,#,0,0,0,rule-partial-become-without-become-pass,nan_rule-partial-become-without-become-pass,rule-partial-become-without-become-pass
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-collections-openstack\ci\roles\security_group\tasks\rules.yml,,,1,1,0,1,0,1,0,0,0,0,#,#,#,#,rules,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-collections-openstack\ci\roles\security_group\tasks\rules.yml_rules,rules
,,Create security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Create security group again,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Delete security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Delete security group again,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,, Create security group without security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,, Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Create security group without security group rules again,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Delete security group without security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Create security group including security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Create security group including security group rules again,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,"Update security group with new set of security group rules, dropping egress rules for IPv4 and IPv6",#,#,#,#,#,#,#,#,#,#,#,#,1,1,rules,nan_rules,rules
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Remove all security group rules from security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Delete security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Create security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Define set of additional security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Prepare existing security group rules for appending,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Flatten existing security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Append security group rules to security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Append security group rules to security group again,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,, Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Delete security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Create security group without security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Define dense representation of security group rules with multiple remote ip prefixes per rule,#,#,#,#,#,#,#,#,#,#,#,#,1,0,rules,nan_rules,rules
,,Convert dense representation into default representation of security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Flatten security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Update security group with set of security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Fetch security group rules,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Assert return values of security_group_rule_info module,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
,,Delete security group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rules,nan_rules,rules
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\khaleesi\playbooks\installer\rdo-manager\undercloud\run.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,run,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\khaleesi\playbooks\installer\rdo-manager\undercloud\run.yml_run,run
,install the undercloud,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,run,nan_run,run
,,"update hosts file for localhost.localhost (workaround for puppet, discovered on centos7)",#,#,#,#,#,#,#,#,#,#,#,#,0,1,run,nan_run,run
,,install the undercloud,#,#,#,#,#,#,#,#,#,#,#,#,0,0,run,nan_run,run
,,get overview about what went wrong in undercloud installation,#,#,#,#,#,#,#,#,#,#,#,#,0,0,run,nan_run,run
,,check if undercloud failed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,run,nan_run,run
,,copy files to home,#,#,#,#,#,#,#,#,#,#,#,#,0,0,run,nan_run,run
,,chown files for stack user,#,#,#,#,#,#,#,#,#,#,#,#,0,0,run,nan_run,run
,confirm installing the undercloud is idempotent,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,run,nan_run,run
,,install the undercloud,#,#,#,#,#,#,#,#,#,#,#,#,0,0,run,nan_run,run
,,get overview about what went wrong in idempotent undercloud installation,#,#,#,#,#,#,#,#,#,#,#,#,0,0,run,nan_run,run
,,check if idempotent undercloud installation failed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,run,nan_run,run
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\podman\tasks\run_container.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,run_container,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\podman\tasks\run_container.yaml_run_container,run_container
,,"""is {{ct_name}} already created""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,run_container,nan_run_container,run_container
,,"""create {{ct_name}} if needed""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,run_container,nan_run_container,run_container
,,"""create {{ct_name}} systemd unit""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,run_container,nan_run_container,run_container
,,"""enable {{ct_name}} container unit""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,run_container,nan_run_container,run_container
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-sentry\tasks\server.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,server,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-sentry\tasks\server.yml_server,server
,,Ensure docker sentry server directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,Copy docker sentry sentry.conf.py file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,Restart docker sentry server container,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,Run docker sentry server container,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-dor\tasks\server.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,server,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CenterForOpenScience\cos-ansible-base\roles\docker-dor\tasks\server.yml_server,server
,,Ensure docker dor server directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,Copy docker dor server configuration settings,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,Restart docker dor server container,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,Run docker dor server container,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\contiv\ansible\roles\nfs\tasks\server.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,server,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\contiv\ansible\roles\nfs\tasks\server.yml_server,server
,,install nfs server (redhat),#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,install nfs server (debian),#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,enable nfs server services (redhat),#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,start nfs server services (redhat),#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
,,ensure nfs service is running (debian),#,#,#,#,#,#,#,#,#,#,#,#,0,0,server,nan_server,server
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\bluebanquise\bluebanquise\collections\monitoring\roles\prometheus\tasks\server_ipmi_exporter.yml,,,0,0,0,0,0,0,0,0,0,1,#,#,#,#,server_ipmi_exporter,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\bluebanquise\bluebanquise\collections\monitoring\roles\prometheus\tasks\server_ipmi_exporter.yml_server_ipmi_exporter,server_ipmi_exporter
,,group <|> Add ipmi_exporter group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server_ipmi_exporter,nan_server_ipmi_exporter,server_ipmi_exporter
,,user <|> Add ipmi_exporter user,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server_ipmi_exporter,nan_server_ipmi_exporter,server_ipmi_exporter
,,Package <|> Install ipmi_exporter and freeipmi packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server_ipmi_exporter,nan_server_ipmi_exporter,server_ipmi_exporter
,,template <|> Generate ipmi_exporter service file,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server_ipmi_exporter,nan_server_ipmi_exporter,server_ipmi_exporter
,,file <|> Create ipmi_exporter directories structure,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server_ipmi_exporter,nan_server_ipmi_exporter,server_ipmi_exporter
,,Template <|> Generate /etc/ipmi_exporter/ipmi_config.yml,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server_ipmi_exporter,nan_server_ipmi_exporter,server_ipmi_exporter
,,meta <|> Run handler tasks,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server_ipmi_exporter,nan_server_ipmi_exporter,server_ipmi_exporter
,,service <|> Manage ipmi_exporter service state,#,#,#,#,#,#,#,#,#,#,#,#,0,0,server_ipmi_exporter,nan_server_ipmi_exporter,server_ipmi_exporter
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\supervisor\tasks\services.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,services,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\supervisor\tasks\services.yml_services,services
,,Services > Services,#,#,#,#,#,#,#,#,#,#,#,#,0,0,services,nan_services,services
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\ssh\tasks\services.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,services,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\ssh\tasks\services.yml_services,services
,,Services > Services,#,#,#,#,#,#,#,#,#,#,#,#,0,0,services,nan_services,services
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_upgrade_hiera\tasks\set.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,set,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_upgrade_hiera\tasks\set.yml_set,set
,,ensure tripleo-upgrade hiera file exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0,set,nan_set,set
,,set/update the tripleo-upgrade key/value,#,#,#,#,#,#,#,#,#,#,#,#,0,0,set,nan_set,set
,,write the updated tripleo-upgrade hiera data,#,#,#,#,#,#,#,#,#,#,#,#,0,0,set,nan_set,set
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\splunk\splunk-ansible\roles\splunk_common\tasks\set_general_symmkey_password.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,set_general_symmkey_password,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\splunk\splunk-ansible\roles\splunk_common\tasks\set_general_symmkey_password.yml_set_general_symmkey_password,set_general_symmkey_password
,,Set general pass4SymmKey,#,#,#,#,#,#,#,#,#,#,#,#,0,0,set_general_symmkey_password,nan_set_general_symmkey_password,set_general_symmkey_password
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openmrs\openmrs-contrib-itsmresources\ansible\custom_roles\mysql\tasks\setup-Debian.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,setup-Debian,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openmrs\openmrs-contrib-itsmresources\ansible\custom_roles\mysql\tasks\setup-Debian.yml_setup-Debian,setup-Debian
,, Check if MySQL is already installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-Debian,nan_setup-Debian,setup-Debian
,,Update apt cache if MySQL is not yet installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-Debian,nan_setup-Debian,setup-Debian
,,Determine required MySQL Python libraries.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-Debian,nan_setup-Debian,setup-Debian
,,Ensure MySQL Python libraries are installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-Debian,nan_setup-Debian,setup-Debian
,, Ensure MySQL packages are installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-Debian,nan_setup-Debian,setup-Debian
,,Ensure MySQL is stopped after initial install.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-Debian,nan_setup-Debian,setup-Debian
,,Delete innodb log files created by apt package after initial install.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-Debian,nan_setup-Debian,setup-Debian
,, Copy datadir to new directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-Debian,nan_setup-Debian,setup-Debian
,,Disable apparmor for mysqld only,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-Debian,nan_setup-Debian,setup-Debian
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\geerlingguy\ansible-role-clamav\tasks\setup-RedHat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,setup-RedHat,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\geerlingguy\ansible-role-clamav\tasks\setup-RedHat.yml_setup-RedHat,setup-RedHat
,,Ensure Freshclam service is available.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-RedHat,nan_setup-RedHat,setup-RedHat
,,Reload systemd after adding service,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-RedHat,nan_setup-RedHat,setup-RedHat
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\atosatto\ansible-dockerswarm\tasks\setup-python-pip.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,setup-python-pip,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\atosatto\ansible-dockerswarm\tasks\setup-python-pip.yml_setup-python-pip,setup-python-pip
,,Install epel-release,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-python-pip,nan_setup-python-pip,setup-python-pip
,,Install python-pip,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup-python-pip,nan_setup-python-pip,setup-python-pip
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\wcm-io-devops\ansible-conga-aem-dispatcher\tasks\setup_RedHat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,setup_RedHat,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\wcm-io-devops\ansible-conga-aem-dispatcher\tasks\setup_RedHat.yml_setup_RedHat,setup_RedHat
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Make sure /etc/ssl/private exists.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create /etc/ssl/private link for SSL key files.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Set APACHE_LOG_DIR variable,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup_RedHat,nan_setup_RedHat,setup_RedHat
,,Copy conf.d CONGA files,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup_RedHat,nan_setup_RedHat,setup_RedHat
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\matrix-docker-ansible-deploy\roles\custom\matrix-bridge-mautrix-slack\tasks\setup_uninstall.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,setup_uninstall,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\matrix-docker-ansible-deploy\roles\custom\matrix-bridge-mautrix-slack\tasks\setup_uninstall.yml_setup_uninstall,setup_uninstall
,,Check existence of matrix-mautrix-slack service,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup_uninstall,nan_setup_uninstall,setup_uninstall
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Ensure matrix-mautrix-slack is stopped,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup_uninstall,nan_setup_uninstall,setup_uninstall
,,Ensure matrix-mautrix-slack.service doesn't exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0,setup_uninstall,nan_setup_uninstall,setup_uninstall
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible-community\ansible-consul\tasks\snapshot.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,snapshot,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible-community\ansible-consul\tasks\snapshot.yml_snapshot,snapshot
,,Create snapshot systemd script,#,#,#,#,#,#,#,#,#,#,#,#,0,0,snapshot,nan_snapshot,snapshot
,,Create snapshot agent config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,snapshot,nan_snapshot,snapshot
,,Reload systemd,#,#,#,#,#,#,#,#,#,#,#,#,0,0,snapshot,nan_snapshot,snapshot
,,Create snaps storage folder,#,#,#,#,#,#,#,#,#,#,#,#,0,0,snapshot,nan_snapshot,snapshot
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-gpte-devopsautomation\FTL\courses\cp-ocp-admin-storage\lab_storage_management\solve_lab.yml,,,0,1,0,1,0,0,0,0,1,0,#,#,#,#,solve_lab,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-gpte-devopsautomation\FTL\courses\cp-ocp-admin-storage\lab_storage_management\solve_lab.yml_solve_lab,solve_lab
,Solve lab App Management Basics of cp-ocp-admin-storage workshop,,#,#,#,#,#,#,#,#,#,#,1,0,#,#,solve_lab,nan_solve_lab,solve_lab
,,switch to app management project just in case,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,Check for a PVC called 'mapit-storage',#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,register the pvc information as a fact if the pvc exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,ensure pvc is bound,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,Check for existing mapit storage configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,register the deploymentconfig as a fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,Add storage to mapit app,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,Check for deployed mapit storage configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,register the new deploymentconfig information as a fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,check the volume information in the deploymentconfig ,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,Check for a PVC called 'mapit-storage',#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,register the pvc information as a fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,wait for pvc to be bound,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,Check for DeploymentConfig revision,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,get pod name for latest deployment config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
,,Wait for pod ready,#,#,#,#,#,#,#,#,#,#,#,#,0,0,solve_lab,nan_solve_lab,solve_lab
